0.0001
iteration,validation ndcg
0,0.314533
1,0.316194
2,0.317904
3,0.319803
4,0.320088
5,0.320418
6,0.320665
7,0.321875
8,0.324255
9,0.325285
10,0.325832
11,0.326597
12,0.327238
13,0.328457
14,0.329104
15,0.330338
16,0.331672
17,0.332720
18,0.333296
19,0.333578
20,0.333187
21,0.333500
22,0.334016
23,0.334249
24,0.334326
25,0.334025
26,0.333988
27,0.334683
28,0.334382
29,0.334815
30,0.335489
31,0.335518
32,0.335549
33,0.335112
34,0.335163
35,0.334909
36,0.335144
37,0.335251
38,0.335536
39,0.336201
40,0.336277
41,0.337126
42,0.337024
43,0.336761
44,0.336478
45,0.337148
46,0.337461
47,0.337281
48,0.337647
49,0.337222
50,0.337062
51,0.337145
52,0.337063
53,0.337030
54,0.337510
55,0.337434
56,0.338203
57,0.337930
58,0.338322
59,0.337773
60,0.338438
61,0.338789
62,0.338924
63,0.339445
64,0.339606
65,0.339544
66,0.340279
67,0.340821
68,0.340933
69,0.341337
70,0.341552
71,0.341729
72,0.342240
73,0.342144
74,0.342073
75,0.342083
76,0.342180
77,0.342790
78,0.342925
79,0.342720
80,0.343328
81,0.342821
82,0.342865
83,0.343454
84,0.343134
85,0.342818
86,0.343231
87,0.343208
88,0.343591
89,0.344217
90,0.343870
91,0.344489
92,0.345053
93,0.344212
94,0.344179
95,0.344904
96,0.345059
97,0.344469
98,0.344978
99,0.344159
100,0.344608
101,0.344648
102,0.344785
103,0.344262
104,0.344499
105,0.344491
106,0.344762
107,0.345137
108,0.344686
109,0.344314
110,0.345085
111,0.344729
112,0.344660
113,0.344631
114,0.344817
115,0.345016
116,0.344770
117,0.344375
118,0.344479
119,0.345100
120,0.344926
121,0.344609
122,0.345006
123,0.344649
124,0.344609
125,0.344523
126,0.345044
127,0.344846
128,0.344392
129,0.344651
130,0.344567
131,0.344532
132,0.344513
133,0.344430
134,0.344508
135,0.344125
136,0.344432
137,0.344453
138,0.344583
139,0.344550
140,0.344114
141,0.344295
142,0.344662
143,0.343772
144,0.344050
145,0.343783
146,0.343440
147,0.343908
148,0.344166
149,0.344140
150,0.344420
151,0.345015
152,0.345316
153,0.345077
154,0.344970
155,0.344997
156,0.345422
157,0.345702
158,0.345899
159,0.346459
160,0.346655
161,0.346383
162,0.347081
163,0.347118
164,0.346976
165,0.346965
166,0.346847
167,0.347225
168,0.347462
169,0.347096
170,0.347462
171,0.347397
172,0.347832
173,0.347991
174,0.347979
175,0.348277
176,0.348287
177,0.348574
178,0.348371
179,0.348831
180,0.348830
181,0.348984
182,0.348727
183,0.349362
184,0.348301
185,0.349260
186,0.348291
187,0.349308
188,0.348698
189,0.349253
190,0.348981
191,0.349056
192,0.348775
193,0.348764
194,0.348891
195,0.349054
196,0.348729
197,0.348987
198,0.348816
199,0.348928
200,0.349534
201,0.349673
202,0.349606
203,0.349617
204,0.350148
205,0.349507
206,0.349390
207,0.349146
208,0.349876
209,0.349563
210,0.349412
211,0.349294
212,0.349617
213,0.349825
214,0.350319
215,0.349796
216,0.349850
217,0.349990
218,0.350615
219,0.349873
220,0.349753
221,0.350343
222,0.349556
223,0.350502
224,0.349556
225,0.350461
226,0.349337
227,0.349640
228,0.350759
229,0.351332
230,0.351178
231,0.350617
232,0.350686
233,0.351312
234,0.350946
235,0.351255
236,0.351343
237,0.351668
238,0.351287
239,0.351516
240,0.351771
241,0.351527
242,0.351201
243,0.352261
244,0.352320
245,0.352669
246,0.352542
247,0.352460
248,0.352487
249,0.352625
250,0.352277
251,0.352219
252,0.352428
253,0.352652
254,0.352751
255,0.353292
256,0.352997
257,0.353213
258,0.353103
259,0.353070
260,0.353393
261,0.353091
262,0.353019
263,0.354810
264,0.353964
265,0.355657
266,0.353898
267,0.355394
268,0.354220
269,0.355697
270,0.354023
271,0.354059
272,0.354917
273,0.355924
274,0.354847
275,0.355687
276,0.355888
277,0.356327
278,0.354624
279,0.354595
280,0.355485
281,0.355204
282,0.355382
283,0.355377
284,0.355148
285,0.355358
286,0.354598
287,0.354315
288,0.354809
289,0.354321
290,0.354807
291,0.354745
292,0.354896
293,0.355009
294,0.354723
295,0.354745
296,0.354975
297,0.355102
298,0.355375
299,0.355063
300,0.354837
301,0.355261
302,0.354489
303,0.354768
304,0.354795
305,0.354766
306,0.355193
307,0.355105
308,0.355144
309,0.355386
310,0.355795
311,0.355583
312,0.355491
313,0.355552
314,0.355658
315,0.355884
316,0.355495
317,0.355540
318,0.355204
319,0.355091
320,0.355572
321,0.355593
322,0.355797
323,0.355641
324,0.355451
325,0.356121
326,0.356194
327,0.355760
328,0.355731
329,0.356198
330,0.356485
331,0.355413
332,0.355477
333,0.355470
334,0.355590
335,0.355188
336,0.355101
337,0.355130
338,0.355405
339,0.355468
340,0.355111
341,0.355711
342,0.355948
343,0.356134
344,0.355670
345,0.356140
346,0.355657
347,0.355479
348,0.355976
349,0.356115
350,0.356221
351,0.356514
352,0.355658
353,0.356553
354,0.356461
355,0.356336
356,0.356210
357,0.356550
358,0.356589
359,0.356179
360,0.356353
361,0.356296
362,0.356210
363,0.356501
364,0.356317
365,0.356673
366,0.356626
367,0.356921
368,0.357310
369,0.356696
370,0.356840
371,0.356744
372,0.356279
373,0.356203
374,0.356140
375,0.356391
376,0.356371
377,0.356599
378,0.356686
379,0.356364
380,0.356341
381,0.356690
382,0.356460
383,0.356623
384,0.356560
385,0.356328
386,0.356574
387,0.356949
388,0.356944
389,0.357165
390,0.357397
391,0.357719
392,0.357470
393,0.357555
394,0.357496
395,0.357655
396,0.357938
397,0.357981
398,0.358017
399,0.357918
400,0.358185
401,0.358419
402,0.358292
403,0.358069
404,0.357899
405,0.358048
406,0.357899
407,0.358183
408,0.358289
409,0.358423
410,0.358445
411,0.358425
412,0.357591
413,0.357878
414,0.358947
415,0.358654
416,0.358527
417,0.358870
418,0.358728
419,0.359188
420,0.358929
421,0.358438
422,0.358759
423,0.358943
424,0.358813
425,0.358550
426,0.358817
427,0.358991
428,0.359156
429,0.358734
430,0.358273
431,0.358076
432,0.358233
433,0.358162
434,0.357705
435,0.358285
436,0.358455
437,0.357952
438,0.358154
439,0.358368
440,0.358514
441,0.358339
442,0.358604
443,0.358876
444,0.358529
445,0.358717
446,0.358982
447,0.358866
448,0.358102
449,0.357935
450,0.357426
451,0.358752
452,0.358470
453,0.358031
454,0.358713
455,0.358956
456,0.358801
457,0.358786
458,0.358934
459,0.358127
460,0.358626
461,0.358608
462,0.359801
463,0.359811
464,0.360027
465,0.359868
466,0.359986
467,0.359825
468,0.359502
469,0.359462
470,0.359925
471,0.359757
472,0.359579
473,0.360350
474,0.360138
475,0.359865
476,0.360000
477,0.359883
478,0.359803
479,0.359588
480,0.359394
481,0.359504
482,0.359848
483,0.360285
484,0.359864
485,0.360000
486,0.360067
487,0.359387
488,0.359371
489,0.360179
490,0.360356
491,0.360191
492,0.359371
493,0.359317
494,0.359449
495,0.360251
496,0.359754
497,0.360054
498,0.359957
499,0.360688
