1e-05
iteration,validation ndcg
454,0.336522
455,0.336537
456,0.336722
457,0.336618
458,0.336781
459,0.336772
460,0.336684
461,0.336494
462,0.336518
463,0.336540
464,0.336543
465,0.336505
466,0.336580
467,0.336584
468,0.336624
469,0.336596
470,0.336585
471,0.336543
472,0.336704
473,0.336501
474,0.336637
475,0.336675
476,0.336728
477,0.336722
478,0.336834
479,0.336928
480,0.336870
481,0.337066
482,0.336865
483,0.336610
484,0.336881
485,0.336680
486,0.336904
487,0.336701
488,0.336585
489,0.336703
490,0.336845
491,0.336512
492,0.336539
493,0.336560
494,0.336490
495,0.336521
496,0.336647
497,0.336462
498,0.336547
499,0.336673
