0.01
iteration,validation ndcg
455,0.391696
456,0.389214
457,0.388465
458,0.390588
459,0.388885
460,0.385296
461,0.390364
462,0.386560
463,0.392845
464,0.389653
465,0.389543
466,0.389815
467,0.387565
468,0.388023
469,0.392786
470,0.388376
471,0.384450
472,0.390913
473,0.393971
474,0.383172
475,0.387860
476,0.390254
477,0.390821
478,0.390543
479,0.382587
480,0.387057
481,0.387722
482,0.387490
483,0.390357
484,0.389420
485,0.386392
486,0.395809
487,0.392596
488,0.388372
489,0.388575
490,0.391122
491,0.388766
492,0.389064
493,0.383917
494,0.392866
495,0.390705
496,0.389408
497,0.387266
498,0.393696
499,0.391270
