0.01
iteration,validation ndcg
455,0.392223
456,0.397822
457,0.399519
458,0.406445
459,0.386654
460,0.392111
461,0.393798
462,0.395582
463,0.392191
464,0.402738
465,0.392992
466,0.398926
467,0.394832
468,0.388435
469,0.399801
470,0.392876
471,0.393114
472,0.401604
473,0.396368
474,0.387289
475,0.376086
476,0.402282
477,0.402430
478,0.404033
479,0.376711
480,0.396605
481,0.393859
482,0.406277
483,0.401384
484,0.392065
485,0.397034
486,0.399420
487,0.400371
488,0.384968
489,0.400836
490,0.388946
491,0.374990
492,0.393323
493,0.382644
494,0.394612
495,0.387117
496,0.393804
497,0.404533
498,0.394872
499,0.382163
