0.001
iteration,validation ndcg
455,0.361228
456,0.369710
457,0.366982
458,0.372927
459,0.369826
460,0.361098
461,0.364166
462,0.352954
463,0.370586
464,0.369743
465,0.355998
466,0.370603
467,0.359946
468,0.369492
469,0.367700
470,0.365393
471,0.364299
472,0.366838
473,0.364548
474,0.365784
475,0.361820
476,0.371828
477,0.361996
478,0.367772
479,0.359659
480,0.367802
481,0.361435
482,0.376893
483,0.368539
484,0.363400
485,0.369399
486,0.367988
487,0.373575
488,0.358461
489,0.370685
490,0.375714
491,0.365872
492,0.359691
493,0.363627
494,0.366832
495,0.373606
496,0.353868
497,0.370353
498,0.368933
499,0.369194
