0.01
iteration,validation ndcg
223,0.379979
224,0.358420
225,0.384157
226,0.396872
227,0.391026
228,0.397654
229,0.345132
230,0.379830
231,0.350227
232,0.381975
233,0.378943
234,0.395017
235,0.332016
236,0.390764
237,0.372034
238,0.384887
239,0.362248
240,0.375506
241,0.383476
242,0.393526
243,0.374758
244,0.381199
245,0.318194
246,0.346191
247,0.395002
248,0.398345
249,0.334398
250,0.385510
251,0.375415
252,0.385570
253,0.370530
254,0.385457
255,0.359436
256,0.362980
257,0.379108
258,0.383499
259,0.385293
260,0.391055
261,0.374079
262,0.250515
263,0.389419
264,0.387631
265,0.381309
266,0.352011
267,0.381807
268,0.381296
269,0.378076
270,0.377528
271,0.366464
272,0.381852
273,0.358440
274,0.380674
275,0.364400
276,0.377794
277,0.364608
278,0.393680
279,0.370524
280,0.389239
281,0.365857
282,0.349921
283,0.385883
284,0.378805
285,0.355197
286,0.380465
287,0.382444
288,0.400469
289,0.378710
290,0.376204
291,0.396674
292,0.360507
293,0.391467
294,0.381853
295,0.372968
296,0.382864
297,0.373290
298,0.375404
299,0.402844
300,0.374761
301,0.387298
302,0.381028
303,0.374288
304,0.352773
305,0.373810
306,0.292902
307,0.373087
308,0.368508
309,0.399699
310,0.352257
311,0.366193
312,0.363957
313,0.334458
314,0.383344
315,0.369342
316,0.380150
317,0.387328
318,0.390790
319,0.368802
320,0.395873
321,0.371198
322,0.387160
323,0.361576
324,0.382679
325,0.335648
326,0.373328
327,0.392235
328,0.340008
329,0.362284
330,0.378171
331,0.379117
332,0.391376
333,0.375635
334,0.366823
335,0.362646
336,0.382592
337,0.392177
338,0.373357
339,0.377765
340,0.390973
341,0.376597
342,0.364462
343,0.383428
344,0.388299
345,0.362255
346,0.377676
347,0.357945
348,0.383930
349,0.399384
350,0.357876
351,0.388036
352,0.390666
353,0.290046
354,0.372540
355,0.355459
356,0.338191
357,0.391714
358,0.370875
359,0.385688
360,0.375963
361,0.381905
362,0.392647
363,0.385527
364,0.382701
365,0.347182
366,0.390415
367,0.388710
368,0.387792
369,0.392797
370,0.359849
371,0.341999
372,0.319254
373,0.378144
374,0.372572
375,0.369714
376,0.365895
377,0.389159
378,0.356551
379,0.385211
380,0.363026
381,0.386029
382,0.394288
383,0.352960
384,0.350093
385,0.360524
386,0.291716
387,0.373432
388,0.344697
389,0.390439
390,0.377312
391,0.373021
392,0.368972
393,0.397175
394,0.375953
395,0.370122
396,0.402222
397,0.377435
398,0.365250
399,0.367946
400,0.369448
401,0.357924
402,0.380002
403,0.392993
404,0.373513
405,0.386711
406,0.340858
407,0.388515
408,0.398082
409,0.388203
410,0.393834
411,0.383157
412,0.359470
413,0.390989
414,0.282160
415,0.382194
416,0.349084
417,0.374013
418,0.381132
419,0.384541
420,0.354565
421,0.379432
422,0.385578
423,0.287123
424,0.390906
425,0.380229
426,0.371937
427,0.328189
428,0.383458
429,0.373976
430,0.388166
431,0.386401
432,0.380914
433,0.382083
434,0.386261
435,0.363968
436,0.377631
437,0.390191
438,0.342197
439,0.361655
440,0.305348
441,0.347383
442,0.388299
443,0.290779
444,0.363293
445,0.377783
446,0.386716
447,0.366114
448,0.390815
449,0.381924
450,0.395247
451,0.399142
452,0.347339
453,0.381268
454,0.284008
455,0.363772
456,0.370105
457,0.369749
458,0.389208
459,0.332983
460,0.371507
461,0.378798
462,0.379918
463,0.370647
464,0.391401
465,0.373793
466,0.367120
467,0.386878
468,0.356536
469,0.372223
470,0.372140
471,0.381834
472,0.386733
473,0.381815
474,0.379410
475,0.300315
476,0.386760
477,0.395241
478,0.384246
479,0.360013
480,0.377270
481,0.360507
482,0.396001
483,0.378316
484,0.372844
485,0.388370
486,0.367983
487,0.387561
488,0.340912
489,0.385288
490,0.366240
491,0.316268
492,0.367269
493,0.363295
494,0.369987
495,0.359796
496,0.379206
497,0.405389
498,0.355134
499,0.344980
