0.001
iteration,validation ndcg
400,0.378798
401,0.378699
402,0.378563
403,0.381143
404,0.378662
405,0.379895
406,0.379783
407,0.379564
408,0.379863
409,0.378520
410,0.378942
411,0.378740
412,0.378188
413,0.378798
414,0.378630
415,0.379144
416,0.379684
417,0.378673
418,0.378650
419,0.380014
420,0.379295
421,0.379507
422,0.382151
423,0.380276
424,0.381525
425,0.378954
426,0.381160
427,0.378889
428,0.379878
429,0.379633
430,0.380345
431,0.380078
432,0.379445
433,0.379539
434,0.379867
435,0.380146
436,0.380059
437,0.378835
438,0.380498
439,0.380294
440,0.379445
441,0.379142
442,0.380542
443,0.380388
444,0.379159
445,0.380181
446,0.380805
447,0.379677
448,0.377498
449,0.379372
450,0.378086
451,0.380761
452,0.378000
453,0.378859
454,0.379634
455,0.378679
456,0.379622
457,0.379808
458,0.380614
459,0.379860
460,0.379292
461,0.379599
462,0.379097
463,0.380121
464,0.379739
465,0.379657
466,0.380446
467,0.378542
468,0.378634
469,0.380230
470,0.379871
471,0.378896
472,0.378428
473,0.379452
474,0.379928
475,0.380102
476,0.380592
477,0.380034
478,0.380634
479,0.379700
480,0.379474
481,0.379344
482,0.380516
483,0.381519
484,0.379869
485,0.380744
486,0.380796
487,0.380853
488,0.378988
489,0.380761
490,0.380230
491,0.379619
492,0.378313
493,0.378652
494,0.377225
495,0.381028
496,0.379444
497,0.379704
498,0.378860
499,0.379103
