0.001
iteration,validation ndcg
0,0.323685
1,0.332060
2,0.334121
3,0.333965
4,0.337741
5,0.338261
6,0.341029
7,0.343045
8,0.343148
9,0.344698
10,0.346044
11,0.344254
12,0.346117
13,0.344816
14,0.345001
15,0.343863
16,0.346208
17,0.346675
18,0.348743
19,0.347896
20,0.349603
21,0.348916
22,0.349643
23,0.353482
24,0.353203
25,0.353363
26,0.352592
27,0.354041
28,0.355026
29,0.355013
30,0.356997
31,0.357488
32,0.357207
33,0.356131
34,0.357746
35,0.357166
36,0.357774
37,0.357691
38,0.358517
39,0.359353
40,0.360431
41,0.359919
42,0.358435
43,0.358237
44,0.360830
45,0.360193
46,0.361667
47,0.362058
48,0.360154
49,0.359824
50,0.358569
51,0.359693
52,0.359197
53,0.360661
54,0.363073
55,0.362428
56,0.361535
57,0.359574
58,0.361067
59,0.360154
60,0.363232
61,0.363842
62,0.365782
63,0.364015
64,0.363235
65,0.362402
66,0.364783
67,0.364009
68,0.360839
69,0.363801
70,0.361780
71,0.364257
72,0.361691
73,0.362563
74,0.363852
75,0.363410
76,0.364101
77,0.362489
78,0.363526
79,0.363729
80,0.363496
81,0.363342
82,0.363611
83,0.362851
84,0.363652
85,0.363575
86,0.363733
87,0.365303
88,0.364923
89,0.364307
90,0.365313
91,0.364346
92,0.363807
93,0.363110
94,0.363649
95,0.364342
96,0.363527
97,0.362575
98,0.363949
99,0.364282
100,0.365598
101,0.365511
102,0.366632
103,0.365883
104,0.364940
105,0.365527
106,0.365888
107,0.365120
108,0.365949
109,0.367088
110,0.366556
111,0.367293
112,0.367715
113,0.366627
114,0.366174
115,0.367078
116,0.365594
117,0.366186
118,0.366286
119,0.367122
120,0.368184
121,0.368355
122,0.369455
123,0.366033
124,0.367921
125,0.366404
126,0.367882
127,0.366772
128,0.368466
129,0.368489
130,0.368972
131,0.368499
132,0.368464
133,0.366882
134,0.367777
135,0.368899
136,0.367528
137,0.370586
138,0.370843
139,0.370203
140,0.368133
141,0.369002
142,0.369876
143,0.369306
144,0.368789
145,0.369661
146,0.368371
147,0.369376
148,0.370033
149,0.369051
150,0.370047
151,0.370461
152,0.369345
153,0.370267
154,0.369557
155,0.370676
156,0.372737
157,0.371811
158,0.371519
159,0.372923
160,0.372955
161,0.372861
162,0.371383
163,0.371213
164,0.371137
165,0.371778
166,0.371789
167,0.372711
168,0.372605
169,0.372178
170,0.372827
171,0.374012
172,0.373479
173,0.374860
174,0.374357
175,0.374990
176,0.374106
177,0.373079
178,0.375248
179,0.374930
180,0.373703
181,0.373042
182,0.372310
183,0.371279
184,0.372226
185,0.374685
186,0.374052
187,0.375660
188,0.374570
189,0.373015
190,0.373793
191,0.375803
192,0.374779
193,0.374203
194,0.376044
195,0.373280
196,0.371237
197,0.372029
198,0.374659
199,0.373443
200,0.372918
201,0.373497
202,0.376852
203,0.373591
204,0.371209
205,0.373615
206,0.374979
207,0.374825
208,0.373591
209,0.373763
210,0.375966
211,0.375821
212,0.375786
213,0.375647
214,0.373234
215,0.375500
216,0.376115
217,0.374091
218,0.374566
219,0.373733
220,0.376678
221,0.375352
222,0.375336
223,0.373759
224,0.373763
225,0.371995
226,0.374190
227,0.373392
228,0.375746
229,0.377079
230,0.375136
231,0.376380
232,0.376802
233,0.377372
234,0.376279
235,0.375903
236,0.375101
237,0.377465
238,0.374624
239,0.373989
240,0.375042
241,0.375440
242,0.375462
243,0.376943
244,0.374948
245,0.375161
246,0.376285
247,0.376392
248,0.375321
249,0.374167
250,0.377090
251,0.378153
252,0.377252
253,0.376824
254,0.376168
255,0.375455
256,0.376433
257,0.376049
258,0.374475
259,0.374347
260,0.373799
261,0.375765
262,0.377220
263,0.377169
264,0.377362
265,0.377485
266,0.377993
267,0.377577
268,0.379956
269,0.377628
270,0.376270
271,0.375851
272,0.375720
273,0.378532
274,0.377338
275,0.378556
276,0.378560
277,0.377003
278,0.377815
279,0.378633
280,0.378427
281,0.377909
282,0.378687
283,0.377047
284,0.375693
285,0.376814
286,0.377273
287,0.377166
288,0.374076
289,0.375510
290,0.377121
291,0.378195
292,0.377329
293,0.376616
294,0.374680
295,0.375546
296,0.378316
297,0.378527
298,0.377239
299,0.376697
300,0.374962
301,0.376672
302,0.376795
303,0.376813
304,0.376855
305,0.375860
306,0.379211
307,0.378366
308,0.377397
309,0.379324
310,0.379135
311,0.375993
312,0.378655
313,0.379794
314,0.378515
315,0.378420
316,0.377564
317,0.377208
318,0.376466
319,0.379938
320,0.379070
321,0.379152
322,0.378842
323,0.378105
324,0.380021
325,0.381182
326,0.379858
327,0.378736
328,0.378776
329,0.379144
330,0.378142
331,0.376748
332,0.379051
333,0.378489
334,0.377642
335,0.376608
336,0.375275
337,0.376939
338,0.379782
339,0.378524
340,0.379697
341,0.379508
342,0.379049
343,0.379329
344,0.377494
345,0.377691
346,0.379324
347,0.378038
348,0.377104
349,0.377994
350,0.378200
351,0.377683
352,0.379115
353,0.379049
354,0.379595
355,0.378175
356,0.377949
357,0.377406
358,0.377259
359,0.376593
360,0.378181
361,0.377335
362,0.377778
363,0.380273
364,0.380258
365,0.379380
366,0.378641
367,0.379497
368,0.380343
369,0.379916
370,0.379692
371,0.378981
372,0.376979
373,0.377869
374,0.377339
375,0.378069
376,0.375490
377,0.377228
378,0.380892
379,0.380337
380,0.378211
381,0.377536
382,0.378651
383,0.379376
384,0.379107
385,0.378664
386,0.378515
387,0.378371
388,0.379132
389,0.379991
390,0.379690
391,0.380746
392,0.382234
393,0.379375
394,0.379691
395,0.379269
396,0.379722
397,0.378090
398,0.379378
399,0.378851
